	412.5	442.5	490	510	560	620	660
0.03	3.31822	3.29125	3.24564	3.1765	3.13802	3.11668	3.1263
0.1	3.3754	3.3857	3.40843	3.35968	3.33689	3.30997	3.33238
0.3	3.48495	3.52968	3.61341	3.60166	3.60695	3.5423	3.5602
1	3.67506	3.74683	3.86893	3.89409	3.94203	3.81524	3.80191
3	3.91353	3.99138	4.11003	4.14114	4.18865	4.10416	4.05361
10	4.2527	4.31326	4.39395	4.40546	4.36813	4.42719	4.37105
