Species	Dinoflagellates	Dinoflagellates	Dinoflagellates	Cryptophyceae	Cryptophyceae	Cryptophyceae	Coccolithophores	Coccolithophores	Coccolithophores	Diatoms	Diatoms	Diatoms	Prochlorococcus	Prochlorococcus	Prochlorococcus	Synechococcus	Synechococcus	Synechococcus	Green Algae	Green Algae	Green Algae	Picoeukaryotes
Light Regime	10	100	300	10	100	300	10	100	300	10	100	300	10	25	100	10	100	300	10	100	300	50
366	0.011245623722296	0.018895690010633	0.020338329816203	0.027182223069948	0.042736772643798	0.036824397456988	0.021672532608894	0.019205547901282	0.021667688936581	0.010378686684091	0.017351314580398	0.023887791680004	0.017696833164267	0.022840534694151	0.039196303114947	0.018070826332765	0.036590296903708	0.034550001461017	0.010743091276428	0.008273120126596	0.010162517455355	0.030559656504798
367	0.011305803991472	0.019063070928942	0.020597924658059	0.027428054189751	0.043133523387245	0.037351120020513	0.021945950220144	0.019418064346376	0.021818747202303	0.01052344114409	0.017532319434223	0.024146863425903	0.017940198503497	0.023534891074721	0.040286091654939	0.018663444421109	0.037830066744903	0.036171243222961	0.010741020374518	0.00841585047788	0.010298247442955	0.030548089323948
368	0.011387885901032	0.019231812033837	0.020838930417355	0.02764698074809	0.043453489238663	0.037870618443722	0.022219713601188	0.01969298449935	0.021957962345449	0.010679024121683	0.017737783766293	0.024436860231827	0.018217766444473	0.024254981980574	0.04146613938512	0.019239710299885	0.03911821745726	0.037795789260444	0.010753631469158	0.008546065910994	0.01041426024474	0.030522031731568
369	0.01146436030647	0.019428476490221	0.02109684427704	0.027880573138273	0.043732433986549	0.038401690370583	0.022493648165143	0.019992448993132	0.022146570426294	0.01083168251228	0.01795456165443	0.024760997812503	0.018455248743867	0.024953744743387	0.042755821409074	0.019847782312434	0.040404957763639	0.039394006702689	0.01074210317501	0.008666110949614	0.010540959839721	0.030560875516196
370	0.011550622737377	0.019622307136044	0.021359105274715	0.028131068168105	0.043968358712332	0.038872825044848	0.022778154401436	0.020340410432823	0.022328077810858	0.01101309026572	0.018189444236296	0.025132805092805	0.018755630784488	0.025744878689694	0.044077998114931	0.020416234751481	0.041671882621792	0.041045511349048	0.010760043953838	0.00881449556516	0.010705378695873	0.030614637513656
371	0.011624531891756	0.019842549558456	0.021608494604806	0.028387527462661	0.044242379097101	0.039321413851689	0.023082949042656	0.020685399915979	0.022546667189284	0.011190255575181	0.018438112479969	0.025507630151568	0.019080048104011	0.02648295797029	0.045475321035777	0.020998731354851	0.042914735289934	0.042663150344073	0.010770919656568	0.008940486246956	0.010840156503538	0.030702272631368
372	0.011688942135352	0.020048889327798	0.021829805811681	0.028653138367196	0.044445311073627	0.039688839710346	0.02338536807762	0.021042028856671	0.022826717874923	0.011360172931703	0.018685835583091	0.025907586702466	0.019410447791178	0.027203124155097	0.046864385525244	0.021545075695581	0.044094762311225	0.044236368521636	0.010781091537412	0.009054896723553	0.010964144349628	0.030841131906773
373	0.011750961122639	0.020272841339289	0.022054936991954	0.028873207678206	0.044654813568114	0.040052745630124	0.02369204849699	0.021401385625619	0.023154484913857	0.011489545453397	0.018934194015411	0.026297405358955	0.019713891629177	0.027906657746059	0.048275083475536	0.022123408918632	0.04520603266136	0.045669032394303	0.010790094154224	0.009153068104312	0.011070533915911	0.03102489604075
374	0.011814161730723	0.020473371728917	0.022278145801102	0.029078085271135	0.044822316021572	0.040342756289942	0.023964145154208	0.021774235008761	0.023520661339012	0.011642159720514	0.019178807466316	0.02669048740726	0.020014649852805	0.028602565039713	0.049632557582641	0.022559080690935	0.046256558321579	0.047068276604943	0.010802808599287	0.009258729678727	0.011200017535716	0.031273601859469
375	0.011872692808085	0.020694253983019	0.022504901049032	0.02933440378809	0.044970276891066	0.040620924967352	0.024248840603968	0.022146601178486	0.023920750337419	0.011774603620812	0.019439873527614	0.027108854769426	0.020291507884586	0.029273795648823	0.051007803546498	0.022960139448073	0.047244875633501	0.048356782834256	0.01080755746958	0.009359747249244	0.011323272452274	0.031591445049363
376	0.01191697741546	0.02089881115874	0.022722338294198	0.029573467165927	0.045129040596963	0.040878958734757	0.024520572610806	0.022530555877318	0.024326804945128	0.011921845000206	0.019712834820865	0.027545691605527	0.020576858289958	0.029952918146717	0.05230584442104	0.023314444950433	0.048169083537376	0.04959047479077	0.010832967823238	0.00947062504412	0.011441809964805	0.031906087895866
377	0.011947459293227	0.021079367012327	0.02293601186089	0.029777377184803	0.045233579638597	0.04108605049772	0.024780636806241	0.022880423541868	0.024734416475507	0.012029229466873	0.019978829336941	0.02798277869176	0.020838085115588	0.030547101709242	0.053547364144498	0.023613146395473	0.048984830037807	0.050691972662445	0.010834987779163	0.009562131221374	0.011543293887857	0.032190899440725
378	0.011983013475419	0.021241697264187	0.023145225468348	0.02994340392797	0.045346409285133	0.041270355703036	0.025018029181592	0.023227265807326	0.025127644953656	0.012137235648596	0.020247531119343	0.028422276929813	0.021063921540016	0.03111223623639	0.05469849484077	0.023824867711064	0.049648813913846	0.051643800677994	0.010836235430378	0.009649670385128	0.011651250870611	0.032479254584636
379	0.01202406445648	0.021417456725891	0.023370204968794	0.030108850757811	0.045498613380693	0.041459967219404	0.025244177135799	0.02355438002582	0.025501197592854	0.01223939514211	0.020522322432357	0.028850433468805	0.021259215655707	0.031619490501636	0.05578409015541	0.023969510694063	0.050216154967894	0.052465024036633	0.010834698965376	0.009727176083682	0.011749394158959	0.032775785164658
380	0.012062987055549	0.021580211314978	0.023591583645425	0.030307291852075	0.045635403118463	0.041653498318586	0.02545638132139	0.02387992858008	0.025879900689713	0.012344297764252	0.020791341162021	0.029284857693477	0.02143296144418	0.032101783956546	0.056760293497712	0.024028194573152	0.050672563827337	0.053183319008759	0.010838457887274	0.009807550337244	0.01185536196245	0.03305626610622
381	0.012113459435371	0.021739352427091	0.023814197648389	0.030471928513688	0.045748880681743	0.041805037549592	0.025682310976162	0.024182957091785	0.026253515066618	0.012435261502033	0.021051063956836	0.029715921377199	0.02158419379733	0.032540619549244	0.057670249924573	0.024081428349758	0.050981163605156	0.053736351444509	0.010834001758672	0.009877670580227	0.011945487051208	0.033305661779681
382	0.012161529452293	0.021888690185907	0.024031759980872	0.030649639628023	0.045849023209546	0.041985861074708	0.025898981678341	0.024480037370448	0.026598268127455	0.01253653638415	0.02129127342529	0.03014024005813	0.021734147552865	0.032938140933564	0.058487547855466	0.024082913643777	0.051162326005836	0.05419607777179	0.010833105460489	0.009954962231829	0.012052190205918	0.033526970634575
383	0.012210648657037	0.022056332697727	0.024243206339458	0.030811146425147	0.045971348470639	0.042155520244929	0.026117937998381	0.024743784848235	0.026925400704355	0.012620126110372	0.021521266749042	0.03054653985541	0.021847329726353	0.033276389201569	0.059210515114726	0.024112783006541	0.05121621745885	0.054515839945054	0.01082190251487	0.010020384804776	0.01215140781572	0.033723940812792
384	0.012262022332393	0.022231236205075	0.024467903115094	0.030951103844986	0.046124594397057	0.04230855589088	0.026332196354035	0.025004329963636	0.027254783776863	0.012710225907649	0.021741835077696	0.030938698638863	0.021956744542791	0.03360541589012	0.059829644653563	0.024112007337652	0.051171166668903	0.054724539216152	0.010818599967492	0.01007920494568	0.012245640416751	0.033904353848743
385	0.01232032394727	0.022410166654798	0.024685000208408	0.03110032917807	0.04626754299992	0.042440695597272	0.026560656687218	0.025241067619771	0.027573813616778	0.012802340170598	0.021950335470788	0.031324942589948	0.022046827759716	0.033925056809442	0.060374865410451	0.024089168190542	0.05103211268446	0.054839734862261	0.010814380232566	0.010147562574003	0.012351016786734	0.034075489340416
386	0.01238585940249	0.02260201679042	0.024913486067682	0.031268103007383	0.046406772678537	0.042579127824862	0.026804499262949	0.025482444082677	0.027896620275859	0.012904220700906	0.022151903505332	0.031704085618117	0.022145316857548	0.034252380842307	0.060827639764191	0.024055843405482	0.050806031469274	0.054861361050449	0.010812815750886	0.010223179772017	0.01245757874756	0.034248976394607
387	0.012443062817242	0.022804911784833	0.025149334285755	0.03143143029538	0.046523754720818	0.042695071685159	0.027067053400965	0.025719456442631	0.028206864669595	0.013001132101457	0.022350300272015	0.032086055195434	0.022250074925377	0.034558320232589	0.061211478289749	0.024012066992147	0.050531373443236	0.054812532078905	0.010811177334857	0.010298360125533	0.012556537443191	0.034425889222495
388	0.012493408999168	0.023002421336504	0.02538895560828	0.031610415903536	0.046644608870592	0.042823671106126	0.027313752156729	0.025964317363079	0.0285032276896	0.013097722253894	0.022539463915417	0.032466345838685	0.022355024127264	0.034815511337952	0.06149785927781	0.023955578397806	0.050211262497299	0.054688398239764	0.010809695229302	0.010376049778984	0.012657782663787	0.034596250759102
389	0.012541733065404	0.023207064831691	0.025627135838975	0.031777892214994	0.046767385951934	0.04292621790339	0.027561547389501	0.026211353799209	0.028797956942368	0.013190355340499	0.022739309357655	0.032852566709474	0.022455533730165	0.035081200424578	0.061712211405181	0.02387824452257	0.049859861540358	0.05451175639646	0.010806530445532	0.010453593088058	0.012753986852648	0.034780694468545
390	0.012587360905874	0.023405481398029	0.025862814147731	0.031955904781043	0.046890713308821	0.043033365442613	0.027813456459523	0.026469618531242	0.029084353084953	0.013290583625433	0.022940898431895	0.033254893962036	0.022575226484749	0.035327488387526	0.061881047404744	0.023771508176839	0.049486174431791	0.054302300514055	0.010807857690988	0.010535596212918	0.012858506894447	0.034981104219129
391	0.012636244563752	0.023606269968545	0.026104746274814	0.032121504837072	0.046990619384496	0.043142811269964	0.028072221939381	0.026729897474259	0.029390478862579	0.013381108840389	0.023151599800527	0.03367107754927	0.022681959111038	0.035538416824535	0.061970454185329	0.023679520533421	0.049102661512917	0.054040192497278	0.010807021072796	0.010617597664194	0.012957662460891	0.035207522402155
392	0.012684355565271	0.023804969401514	0.02636023623996	0.032299818729993	0.047071611875579	0.043244837893727	0.02832670248405	0.027011183077371	0.029716318199071	0.013470651069347	0.023369096413284	0.034098104445835	0.022801095786091	0.035726611186549	0.062026699751207	0.023588149538116	0.048728221511103	0.053752424406524	0.010813578393883	0.010700162576321	0.013056610308745	0.035451256992891
393	0.012733331275565	0.023989677698986	0.026609939107587	0.032470947857568	0.047147056250802	0.043338026494323	0.028579095371181	0.027289635519608	0.030057876163412	0.013547150956398	0.023586680433502	0.034539270151916	0.022910120333116	0.035871567749864	0.062065471671088	0.023491937509532	0.048356569947088	0.053456165933047	0.010816268012433	0.010781978642513	0.013163754574662	0.035710352457228
394	0.012788168164822	0.024174631079239	0.026873446195982	0.032650771703693	0.047246292231347	0.043449348043323	0.028817368515303	0.027583891745714	0.030416537055662	0.013611656127598	0.023808298267962	0.034980416552425	0.02301443869846	0.035992605811941	0.062102029339823	0.023418896885992	0.048009261020305	0.053159793715102	0.010822506563921	0.010858402609967	0.013273708564583	0.036007379656552
395	0.012843307694332	0.024361182166746	0.027130901476002	0.032807228910707	0.047339836072465	0.043531109931928	0.029062100186357	0.027880112597419	0.03079883410283	0.01367187289041	0.024038393917608	0.035436302431535	0.023113000128765	0.036100451964824	0.062155238389602	0.023353627676946	0.047684452156752	0.05288334916289	0.010835597088724	0.010937481813652	0.013387210651679	0.036351376754609
396	0.012912675860408	0.024551545727908	0.027394667142137	0.032984332226483	0.047436846705237	0.043636401893253	0.029322528475858	0.028174934652425	0.031200817962122	0.013734178756943	0.024272216525038	0.03590095182432	0.023241433320416	0.036202063529155	0.062266433552965	0.023313313107556	0.047387421018724	0.052626495513537	0.010853259681605	0.011023933240376	0.01351358930812	0.036750774394756
397	0.012953585122722	0.024757149410396	0.027679586512162	0.033203348009061	0.047603623337107	0.043835071324827	0.029545127986335	0.028469628758447	0.031643786661049	0.013795914537115	0.024514172028214	0.036373834051659	0.023337683723723	0.036319935302388	0.062312210460704	0.023302986958048	0.047087650876357	0.052405893372566	0.010874565314371	0.011117808307683	0.013653408986714	0.037213885116714
398	0.013002925541209	0.024939045826557	0.027941788200732	0.033366213630102	0.047802296687584	0.044040428891916	0.02979515514482	0.028766984653668	0.032052722163954	0.013865382163654	0.0247569843137	0.036853373608278	0.023442458879203	0.036482149913624	0.062462250031431	0.023329040746414	0.046808094109326	0.052203979508129	0.010890561851806	0.01122005765549	0.013809229500058	0.037744680189668
399	0.013068159114888	0.025158289229608	0.028204619273855	0.033559519233702	0.048070100249092	0.044288112736496	0.030080931234033	0.029095707614301	0.032502391664148	0.013934201308007	0.025016830018803	0.037339206646953	0.023591999878842	0.036718847823438	0.062688257493593	0.023389815740635	0.046585170744758	0.052163132434334	0.010938803466304	0.011330166112601	0.013977019153625	0.038349545914688
400	0.013135634776393	0.025384660334179	0.028479076263412	0.033738759113343	0.048334247146905	0.044531751979016	0.030385029319478	0.029440667301951	0.032957404910817	0.014012700064459	0.025277900661378	0.037834792280731	0.023780464976866	0.037014317401953	0.063003226963525	0.023482184036619	0.046388534328411	0.05220474800061	0.010996459960029	0.011455242654024	0.014165894132672	0.03902050623315
401	0.013205286648138	0.025618367690604	0.028765465772849	0.033902079080298	0.048566515666769	0.04476340220085	0.03071841289602	0.029792164216332	0.033421352307461	0.014103354866631	0.025550611148223	0.038340639322139	0.024000522949031	0.037358134588141	0.063383329905615	0.023628420125189	0.046213853331816	0.052311734640193	0.01104602603173	0.011595811941654	0.014374670481853	0.039755438399518
402	0.013279974247957	0.025864037628914	0.029068096777602	0.034071326085157	0.048780621902607	0.045034319756858	0.031065566999144	0.030157794157736	0.033894745486145	0.014203283918245	0.025837379719289	0.038844351249702	0.024254083675657	0.037768521641914	0.063818071367696	0.023812043291482	0.046069364652603	0.052482428170537	0.011090096802254	0.011747265498116	0.014595594064298	0.040548734152175
403	0.013345690932329	0.026111200906756	0.029382364688105	0.034213062967988	0.04896049202637	0.045303056489699	0.031423549770253	0.030537347430394	0.03438037671649	0.014313020111827	0.026135600734785	0.039359188212488	0.024531687135971	0.038238060073542	0.064284307745485	0.024031630146989	0.045948929031643	0.052725203219869	0.011128619191007	0.01190990060933	0.01483007636615	0.041387075784792
404	0.013448422626839	0.026360204256523	0.029698319934387	0.034335518073627	0.049071626634163	0.04552304332541	0.031840597167218	0.030934615417361	0.034858336488229	0.014432347013264	0.026443779435347	0.039871067415547	0.02489722555422	0.038767780938908	0.064914348007818	0.024293466176812	0.045892037821523	0.053044070765742	0.011162256852464	0.012081652958778	0.015077048756068	0.0422665286192
405	0.013536287943006	0.026632385340561	0.030051537014801	0.034506371552092	0.049159956186245	0.045772729525826	0.032233876062941	0.031352718401162	0.035397657818832	0.014553034645976	0.026762104448281	0.040385346960082	0.025297747966732	0.039321956745836	0.065549609221526	0.024552053330364	0.045873879626029	0.053463893139552	0.011201511765197	0.012261896816006	0.015329881372566	0.043179138910575
406	0.013636637447509	0.026871373746677	0.030404541887461	0.034624773194736	0.049122728439258	0.045939232460672	0.032644099247204	0.031758351654764	0.035905602048561	0.014678538760604	0.027079472115636	0.040904092764752	0.025740744584253	0.039887665729022	0.06629147309426	0.02481570577487	0.045907664986546	0.053842914809138	0.011209738734959	0.012448240146499	0.015586836300798	0.04411361751312
407	0.013736214040478	0.027130527448377	0.030787077404475	0.034828771171655	0.049075942016172	0.046142266333451	0.033050457387803	0.032174734348536	0.03646532637012	0.014804043980553	0.027412721116935	0.041423782300438	0.026240656323825	0.040465843138063	0.067074168932496	0.025092244268664	0.045993987573624	0.054282901855958	0.011220452939672	0.012634650917521	0.015837314886644	0.045071438737378
408	0.013834469398229	0.02735744407259	0.031159390365315	0.035036805937479	0.04901177154435	0.046358245876625	0.033445421347005	0.03255991536418	0.037011370300627	0.014925917054748	0.027739803671443	0.041942058869025	0.026779357458891	0.041047020494622	0.067920949846314	0.025354819127606	0.046109225412444	0.054657698323272	0.011208642264893	0.012818059935295	0.016081419118729	0.046033464621893
409	0.013938057638867	0.027577809973361	0.031531059362315	0.035305525991367	0.049009190779598	0.046623203753345	0.033844129211918	0.032958358050584	0.037582356818797	0.015046581035066	0.028071651520274	0.042455651509245	0.027396138182753	0.041666233115875	0.068849772031983	0.025618334638845	0.046284237982916	0.055040777395765	0.01119953957049	0.012994526228125	0.016320375213635	0.047006101445917
410	0.014053982754332	0.027808463534534	0.031904491944961	0.035587520196837	0.049088350985605	0.046934669824958	0.034244364311292	0.033365106218629	0.038173246928062	0.01515504040517	0.028393162035128	0.04296261658437	0.028040212287697	0.042318903971607	0.06986682994111	0.02585335952744	0.046499420433259	0.055430783949936	0.01120139808059	0.013159617983891	0.016544037203252	0.047971697950348
411	0.0141623001558	0.028041444637827	0.032276719057036	0.035864473575321	0.049171170841295	0.047205287717014	0.034639839055184	0.033777154087508	0.03877799255308	0.015255805111364	0.028702223773582	0.043460333957022	0.028689522918786	0.042956812259302	0.070961905540159	0.026114210235096	0.046757211018365	0.055815669086916	0.011212879036926	0.013314941122588	0.016755109007978	0.048922062546854
412	0.014275148048454	0.02828579360983	0.032643267618212	0.036138962558093	0.049252717115974	0.0474238867975	0.03502884961187	0.034191477053683	0.03938773662229	0.015349484540024	0.028999451271378	0.043953150448718	0.029365153436145	0.043578042476794	0.0721950065848	0.026400269984287	0.047030197288091	0.056197577582222	0.011231137920051	0.013459009328585	0.016954158892843	0.049843941015255
413	0.014356488737125	0.028541738211664	0.033017455172738	0.036451431360476	0.04942130684675	0.04772629623868	0.035352157565497	0.034603300198228	0.040018244328801	0.015432577287322	0.029286444131845	0.044441146468952	0.030012475548376	0.044175633502839	0.073368594580659	0.026657575950232	0.04729830001254	0.056565307372415	0.0112654587825	0.013590397931598	0.017139878615677	0.050733746032862
414	0.014429768532445	0.028792817788087	0.033362775986128	0.036711577461193	0.049621468017688	0.048022083135753	0.035649513430253	0.035012055704466	0.040623145618663	0.015514670880355	0.029562318829978	0.044924706073287	0.030628226249803	0.044796749656438	0.074558424761388	0.026927061921361	0.047574816611071	0.05689046783617	0.011295107032324	0.013710855872017	0.017316753977991	0.051613500678203
415	0.014504622447871	0.029071345349188	0.033699729984015	0.036975252290868	0.049871826049292	0.048314817736672	0.035937605447423	0.035456099158265	0.04124461646668	0.015579261639019	0.029832884021318	0.045402131810749	0.031238038498677	0.04543928578737	0.075785131145588	0.027197024462797	0.04787195382996	0.057302855050208	0.011355851890374	0.013822686659083	0.017480333169288	0.052493982762698
416	0.014561144461544	0.029344108270917	0.034020157002175	0.03720463936302	0.050100506454274	0.048571736922209	0.036177403941749	0.035883730957656	0.041825103016685	0.015636531150169	0.030083779694547	0.045877178817616	0.031780764149939	0.046042850087677	0.076963981719313	0.027438942040759	0.048154374497014	0.057700019791806	0.011423100123176	0.013929036485598	0.017647194250569	0.053364675825275
417	0.01459202563419	0.029611662827729	0.034340635052237	0.03743647704606	0.050295944910219	0.04880305682656	0.03636259847132	0.036303483039516	0.042379136431895	0.015696377894002	0.030329001695803	0.046343530233522	0.032283749454244	0.046612452846925	0.078073965202844	0.027692583183322	0.048434280881131	0.058080078578304	0.011488940778185	0.014036760129984	0.017822053044873	0.054247363083035
418	0.014613864954595	0.029868366537074	0.034629632603688	0.037656767966426	0.050489479733287	0.049045109389317	0.036512932313311	0.036688638881822	0.042876989304549	0.015751080949897	0.030569317235192	0.046806259305894	0.032733979498662	0.047152468606807	0.079112410522682	0.027919832981627	0.048700981745905	0.058446458845454	0.011551831475673	0.014136673099213	0.017989479790928	0.055144653031038
419	0.01462236774358	0.030099000073175	0.034881139689858	0.037932006276513	0.050693012160601	0.049331600535715	0.036635414698882	0.037042082962032	0.043323303146501	0.015807156087689	0.030808587863268	0.047256185028649	0.033170604151694	0.047694522712166	0.080035782087843	0.028146911331508	0.0489862884774	0.058787802253493	0.011616115752191	0.014236172624347	0.018154253995877	0.056080557135881
420	0.014636029652928	0.030310700184895	0.035096068811897	0.038219018525058	0.050924529177371	0.049654585975833	0.036755551723204	0.037370667333185	0.043723522106179	0.015864942122902	0.031043248755035	0.047696285131826	0.033614226836973	0.048272887406082	0.080925302041456	0.028368065639307	0.049260274825825	0.059114556701327	0.011671328414597	0.014333727509525	0.018318126767228	0.05706877253702
421	0.014654449663642	0.03048823373051	0.035271606968402	0.038539263147217	0.05119283033804	0.050029596043547	0.036884359513375	0.037671399186161	0.044067435956631	0.0159162598024	0.03127201067507	0.048110793837255	0.034051379598616	0.048867411353044	0.081739319191758	0.028551195693559	0.049553386109555	0.059416810173948	0.011727128138527	0.014427770062727	0.018474664430838	0.058103723271034
422	0.01467425937349	0.030650109024312	0.035424057670145	0.038869187109643	0.051465487433744	0.050406890076875	0.037024484002063	0.037952271242821	0.044386133794902	0.015979473141863	0.0314938785168	0.048507840419469	0.034474644073829	0.049478425694034	0.082525749290906	0.028747796419129	0.049837663404798	0.05969846225091	0.011772428070778	0.014519303839263	0.018631447302838	0.059189775755238
423	0.014707524823027	0.030796896884589	0.03555231660068	0.039196373042127	0.051741011346428	0.050776291892989	0.037205252607661	0.038217765848096	0.044673693243145	0.016039860280692	0.031709047822529	0.048868256847078	0.034907632404819	0.050108053978006	0.083334024442157	0.028971701919196	0.050128728893532	0.059986189893523	0.011817945566049	0.014607657050848	0.018776293694941	0.060306344570447
424	0.014751258817256	0.030932498331539	0.035653513136705	0.039529063854941	0.052014948734028	0.051146162373397	0.037429781062559	0.038465111024025	0.044947432871433	0.016108797621496	0.031915103647099	0.049185428521661	0.035356624707159	0.050746597733532	0.08416301136198	0.029203094111307	0.050425645372206	0.06027103864474	0.011862845982229	0.014685719856118	0.018910017993382	0.061451611989091
425	0.014808695974699	0.031073773447444	0.035755808775505	0.039861918444208	0.052289108887616	0.051517388906264	0.03768210096022	0.03872581639158	0.04525716362736	0.016177203175438	0.032111323294314	0.049462642151739	0.035849300681331	0.051436163257764	0.085007680282226	0.029439087529688	0.050727973181264	0.060572180044066	0.011906007111158	0.014763797015342	0.01903225255777	0.062630778818946
426	0.014882510933867	0.031222206132359	0.035868860320623	0.040165472902921	0.052556907233913	0.051876237460912	0.037967903554029	0.039009250951885	0.045593314989435	0.016243771036524	0.032292694957943	0.049704385651743	0.036334844742796	0.052133920205322	0.085874374105814	0.029662556952116	0.051033840068698	0.060896297302355	0.011945399963744	0.014834883811354	0.019143046127971	0.063820445997987
427	0.014959283182056	0.031378291751733	0.035999764881919	0.040448501862314	0.052778419578356	0.052170224711182	0.038279366910408	0.039315185339444	0.045954634501132	0.016312804659069	0.032455839745877	0.049907936814432	0.036809223049592	0.052832760384028	0.086769674773524	0.029907080337464	0.051342460773077	0.061233522903347	0.011977666848182	0.014906925849403	0.019251044663985	0.065016694420544
